url,label,source,http_status,is_active,has_redirect,error
https://www.blueridgeparkway75.org/more-than-a-road/history/,0.0,2.0,200,1,1,
https://www.blueridgeparkway75.org/more-than-a-road/map/,0.0,2.0,200,1,1,
https://www.blueridgeparkwaystore.com/,0.0,2.0,0,0,0,[Errno -2] Name or service not known
https://www.blueridgeskyline.com/,0.0,2.0,200,1,0,
https://www.blues.about.com/,0.0,2.0,200,1,1,
https://www.blues.about.com/b/2008/0,,,404,1,0,
https://www.bottleworksbeerstore.blogspot.com/,,,200,1,0
https://www.bottleworksbeerstore.blogspot.com/2011/01/super-bowl-keg-sales.html,,,200,1,0
